"bse_scrip_name","nse_scrip_name","sector","company_name","bse_price","nse_price","bse_volume","nse_volume","sentimeter_score","market_cap_in_cr","pe","book_value","dividend_perc","market_lot","industry_pe","eps","pc","price_by_bookvalue","div_yield_perc","face_value","deliverables_perc","sma_30_50_150_200_bse","sma_30_50_150_200_nse","master_url"
"524516 "," ","PHARMACEUTICALS","Bacil Pharma","4.35","NA","988","NA","NA","2.56","-","9.89","0.00%","1","36.22","-","-","0.44","-%","10.00",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/bacilpharma/BP"
"532161 "," ","ENGINEERING","Baffin Engineering","NA","NA","NA","NA","NA","0.00","-","-0.23","0.00%","1","29.05","* -","-","-","-%","1.00",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/engineering/baffinengineering/BE06"
"532989 ","BAFNAPHARM ","PHARMACEUTICALS","Bafna Pharmaceuticals","37.50","37.65","58,787","41,140","NA","69.96","-","38.39","0.00%","1","36.22","-","-","0.98","-%","10.00",NA,"38.67, 33.84, 29.18, 28.98","38.64, 33.80, 29.16, 28.97","http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/bafnapharmaceuticals/BP01"
"531733 "," ","TEXTILES - SPINNING - COTTON BLENDED","Bafna Spinning Mills and Exports","NA","NA","NA","NA","NA","0.00","-","1.02","0.00%","1","16.89","* -","-","-","-%","1.00",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/bafnaspinningmillsexports/BSM01"
"532507 ","BAGFILMS ","MEDIA & ENTERTAINMENT","BAG Films and Media","2.90","2.85","16,858","53,491","100%","51.83","-","14.73","0.00%","1","45.38","-","48.33","0.20","-%","2.00",NA,"2.80, 2.72, 2.84, 2.95","2.80, 2.71, 2.83, 2.94","http://www.moneycontrol.com/india/stockpricequote/mediaentertainment/bagfilmsmedia/BAG"
"522225 "," ","ENGINEERING","Bagade India Engineering","NA","NA","NA","NA","NA","0.00","-","","","","-","-","-","-","-%","",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/engineering/bagadeindiaengineering/BIE"
"530197 "," ","DYES & PIGMENTS","Bagadia Colourchem","7.00","NA","100","NA","NA","2.58","-","10.67","0.00%","1","6.42","-","-","0.66","-%","10.00",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/dyespigments/bagadiacolourchem/BC"
"524780 "," ","MINING & MINERALS","Bagri Minerals and Chemicals","NA","NA","NA","NA","NA","0.00","-","","","","-","-","-","-","-%","",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/miningminerals/bagrimineralschemicals/BMC"
"526584 "," ","MINING & MINERALS","Bagwe Udyog","NA","NA","NA","NA","NA","0.00","-","","","","-","-","-","-","-%","",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/miningminerals/bagweudyog/BU"
"514256 "," ","TEXTILES - PROCESSING","Bahuma Polytex","NA","NA","NA","NA","NA","0.00","-","","","","-","-","-","-","-%","",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/textilesprocessing/bahumapolytex/BPL06"
"511724 "," ","FINANCE - LEASING & HIRE PURCHASE","Baid Leasing and Finance Company","34.20","NA","3","NA","NA","21.02","9.27","22.81","0.00%","1","23.87","3.69","8.64","1.50","-%","10.00",NA,"36.46, 36.57, 34.84, 32.87",", , , ","http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/baidleasingfinancecompany/BLF"
"532977 ","BAJAJ-AUTO ","AUTO - 2 & 3 WHEELERS","Bajaj Auto","2471.00","2475.00","7,463","80,363","87%","71,502.59","20.84","369.50","500.00%","1","25.01","118.56","19.33","6.69","2.02%","10.00",NA,"2461.72, 2412.62, 2368.99, 2304.06","2462.59, 2413.61, 2369.63, 2304.21","http://www.moneycontrol.com/india/stockpricequote/auto23wheelers/bajajauto/BA10"
"533229 ","BAJAJCORP ","PERSONAL CARE","Bajaj Corp","428.35","428.30","3,288","23,614","100%","6,318.16","29.52","33.34","1150.00%","1","48.47","14.51","28.94","12.85","2.68%","1.00",NA,"422.59, 434.66, 445.02, 448.70","422.79, 434.75, 445.25, 448.96","http://www.moneycontrol.com/india/stockpricequote/personalcare/bajajcorp/BC02"
"500031 ","BAJAJELEC ","DOMESTIC APPLIANCES","Bajaj Electricals","220.00","219.80","13,711","102,288","100%","2,220.88","84.62","67.29","75.00%","1","48.62","2.60","40.15","3.27","0.68%","2.00",NA,"240.68, 243.78, 256.12, 247.89","240.63, 243.77, 256.16, 247.92","http://www.moneycontrol.com/india/stockpricequote/domesticappliances/bajajelectricals/BE"
"500034 ","BAJFINANCE ","FINANCE - LEASING & HIRE PURCHASE","Bajaj Finance","5614.00","5613.10","735","21,447","100%","30,109.44","28.83","895.60","180.00%","1","23.87","194.73","27.88","6.27","0.32%","10.00",NA,"5286.16, 5184.41, 5008.15, 4806.22","5290.91, 5188.79, 5010.63, 4809.18","http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/bajajfinance/BAF"
"532978 ","BAJAJFINSV ","FINANCE - INVESTMENTS","Bajaj Finserv","1965.65","1972.00","1,876","16,754","NA","31,278.44","218.16","160.90","35.00%","1","23.87","9.01","214.36","12.22","0.09%","5.00",NA,"1913.22, 1863.34, 1718.04, 1645.93","1915.69, 1863.78, 1718.28, 1646.93","http://www.moneycontrol.com/india/stockpricequote/financeinvestments/bajajfinserv/BF04"
"512261 "," ","TRADING","Bajaj Global","NA","NA","NA","NA","NA","0.00","-","56.74","0.00%","1","20.71","3.65","-","-","-%","10.00",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/trading/bajajglobal/BGL"
"500032 ","BAJAJHIND ","SUGAR","Bajaj Hindusthan","18.50","18.50","335,658","1,676,258","100%","1,933.21","-","17.51","0.00%","1","30.91","-","-","1.06","-%","1.00",NA,"19.65, 17.68, 15.42, 15.71","19.64, 17.68, 15.41, 15.71","http://www.moneycontrol.com/india/stockpricequote/sugar/bajajhindusthan/BH06"
"507500 "," ","SUGAR","Bajaj Hindusthan Sugar & Industries","NA","NA","NA","NA","NA","0.00","-","14.40","0.00%","1","15.26","-","-","-","-%","1.00",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/sugar/bajajhindusthansugarindustries/PSI01"
"500490 ","BAJAJHLDNG ","FINANCE - INVESTMENTS","Bajaj Holdings & Investment","1712.25","1717.70","1,299","101,451","NA","19,056.23","25.61","535.78","325.00%","1","23.87","66.85","25.43","3.20","1.90%","10.00",NA,"1649.88, 1623.50, 1493.14, 1456.17","1648.75, 1624.13, 1493.96, 1456.91","http://www.moneycontrol.com/india/stockpricequote/financeinvestments/bajajholdingsinvestment/BHI"
"507944 "," ","PACKAGING","Bajaj Steel Industries","172.00","NA","1,036","NA","NA","40.42","-","309.15","40.00%","1","30.82","-","3.58","0.56","2.33%","10.00",NA,"161.89, 160.34, 173.70, 178.24",", , , ","http://www.moneycontrol.com/india/stockpricequote/packaging/bajajsteelindustries/BSI01"
"511139 "," ","FINANCE - INVESTMENTS","Bajrang Finance","NA","NA","NA","NA","NA","0.00","-","54.18","0.00%","1","23.87","13.71","-","-","-%","10.00",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/financeinvestments/bajrangfinance/BF"
"530737 "," ","EDIBLE OILS & SOLVENT EXTRACTION","Bajwa Agro Industries","NA","NA","NA","NA","NA","0.00","-","-28.92","0.00%","1","16.95","* -","-","-","-%","10.00",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/bajwaagroindustries/BAI04"
"509423 ","BAKELHYLAM ","MISCELLANEOUS","Bakelite Hylam","NA","NA","NA","NA","NA","0.00","-","-110.10","0.00%","50","36.09","10.83","-","-","-%","10.00",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/miscellaneous/bakelitehylam/BH01"
"524824 ","BALPHARMA ","PHARMACEUTICALS","Bal Pharma","122.10","121.85","123,702","398,666","87%","157.17","40.30","41.63","10.00%","1","36.22","3.03","14.42","2.93","0.82%","10.00",NA,"81.99, 78.09, 68.24, 67.13","82.00, 78.06, 68.21, 67.10","http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/balpharma/BP02"
"511395 "," ","FINANCE - LEASING & HIRE PURCHASE","Bala Techno Global","0.45","NA","20","NA","NA","2.38","-","1.00","0.00%","1","23.87","-","-","0.45","-%","1.00",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/balatechnoglobal/BTG"
"514199 "," ","TEXTILES - GENERAL","Bala Techno Industries","2.25","NA","303","NA","NA","1.57","-","15.08","0.00%","1","19.95","-","3.04","0.15","-%","10.00",NA,"3.29, 3.23, 0.00",", , , ","http://www.moneycontrol.com/india/stockpricequote/textilesgeneral/balatechnoindustries/BTI02"
"530999 ","BALAMINES ","CHEMICALS","Balaji Amines","132.50","133.00","3,145","4,711","50%","429.31","10.08","73.37","60.00%","1","20.04","13.15","7.02","1.81","0.91%","2.00",NA,"132.58, 130.62, 121.61, 112.43","132.74, 130.75, 121.82, 112.63","http://www.moneycontrol.com/india/stockpricequote/chemicals/balajiamines/BA05"
"505543 "," ","MISCELLANEOUS","Balaji Bonds","NA","NA","NA","NA","NA","0.00","-","","","","-","-","-","-","-%","",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/miscellaneous/balajibonds/BB07"
"500035 ","BALAJIDIST ","BREWERIES & DISTILLERIES","Balaji Distilleries","NA","NA","NA","NA","NA","0.00","-","-7.96","0.00%","1","29.43","3.66","-","-","-%","10.00",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/breweriesdistilleries/balajidistilleries/BD"
"519291 ","BALAJIFOOD ","FOOD PROCESSING","Balaji Foods and Feeds","NA","NA","NA","NA","NA","0.00","-","","","","-","-","-","-","-%","",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/foodprocessing/balajifoodsfeeds/BFF"
"530205 "," ","STEEL - MEDIUM & SMALL","Balaji Galvanising Industries","NA","NA","NA","NA","NA","0.00","-","4.50","0.00%","100","19.21","-","-","-","-%","10.00",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/balajigalvanisingindustries/BGI"
"530471 ","BALAJHOTEL ","HOTELS","Balaji Hotel and Enterprise","NA","NA","NA","NA","NA","0.00","-","5.05","0.00%","1","70.38","* -","-","-","-%","10.00",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/hotels/balajihotelenterprise/BHE01"
"500036 ","BALAJIIND ","STEEL - MEDIUM & SMALL","Balaji Industrial Corporation","NA","NA","NA","NA","NA","0.00","-","-41.16","0.00%","1","6.02","* -","-","-","-%","10.00",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/balajiindustrialcorporation/BIC"
"513644 "," ","STEEL - MEDIUM & SMALL","Balaji Steel Tubes and Pipes","NA","NA","NA","NA","NA","0.00","-","","","","-","-","-","-","-%","",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/balajisteeltubespipes/BST"
"532382 ","BALAJITELE ","MEDIA & ENTERTAINMENT","Balaji Telefilms","142.80","142.30","55,510","199,772","100%","931.21","33.84","65.94","30.00%","1","45.38","4.22","26.49","2.17","0.42%","2.00",NA,"116.53, 107.51, 85.12, 80.71","116.56, 107.55, 85.13, 80.72","http://www.moneycontrol.com/india/stockpricequote/mediaentertainment/balajitelefilms/BT06"
"518034 "," ","CEMENT - MINI","Balaram Cements","NA","NA","NA","NA","NA","0.00","-","-43.16","0.00%","100","7.65","* -","-","-","-%","10.00",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/cementmini/balaramcements/BCL03"
"513142 ","ISPATALLOY ","STEEL - MEDIUM & SMALL","Balasore Alloys","17.85","NA","67,901","NA","64%","126.54","5.10","54.90","12.00%","1","4.22","3.50","2.76","0.33","3.36%","5.00",NA,"16.55, 16.16, 16.52, 16.35",", , , ","http://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/balasorealloys/BA9"
" "," ","","BALCO","NA","NA","NA","NA","NA","0.00","-","","","","-","-","-","-","-%","",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/balco/balco/BAL"
"504389 "," ","FINANCE - INVESTMENTS","Balgopal Holdings & Traders","NA","NA","NA","NA","NA","0.00","-","","","","-","-","-","-","-%","",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/financeinvestments/balgopalholdingstraders/BHT01"
"502355 ","BALKRISIND ","TYRES","Balkrishna Industries","654.00","655.00","1,208","14,128","NA","6,321.47","11.27","237.09","120.00%","1","11.96","58.04","7.89","2.76","0.37%","2.00",NA,"656.64, 662.34, 687.75, 679.59","657.39, 662.91, 688.15, 680.10","http://www.moneycontrol.com/india/stockpricequote/tyres/balkrishnaindustries/BI03"
"500102 ","BALLARPUR ","PAPER","Ballarpur Industries","17.60","17.50","135,288","389,306","57%","1,153.72","92.63","24.57","10.00%","1","17.95","0.19","20.23","0.72","1.14%","2.00",NA,"17.95, 16.81, 15.03, 14.91","17.94, 16.80, 15.02, 14.90","http://www.moneycontrol.com/india/stockpricequote/paper/ballarpurindustries/BI12"
"532485 "," ","FINANCE - INVESTMENTS","Balmer Lawrie Investment","282.80","NA","5,119","NA","100%","627.74","17.54","37.39","125.00%","1","23.87","16.12","17.54","7.56","4.42%","10.00",NA,"263.88, 262.03, 268.47, 267.35",", , , ","http://www.moneycontrol.com/india/stockpricequote/financeinvestments/balmerlawrieinvestment/BLI01"
"505864 "," ","PACKAGING","Balmer Lawrie Vanleer","NA","NA","NA","NA","NA","0.00","-","35.78","10.00%","1","10.09","1.06","-","-","-%","10.00",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/packaging/balmerlawrievanleer/BLV"
"523319 ","BALMLAWRIE ","PACKAGING","Balmer Lawrie and Company","610.10","610.65","7,379","36,821","100%","1,738.82","10.30","316.86","180.00%","1","17.44","59.21","8.91","1.93","2.95%","10.00",NA,"567.09, 563.22, 577.07, 579.75","566.83, 563.10, 576.89, 579.59","http://www.moneycontrol.com/india/stockpricequote/packaging/balmerlawriecompany/BLC"
"500038 ","BALRAMCHIN ","SUGAR","Balrampur Chini Mills","72.45","72.50","129,432","663,904","90%","1,774.42","-","46.11","0.00%","1","30.91","-","46.15","1.57","-%","1.00",NA,"66.68, 61.26, 49.87, 51.01","66.72, 61.30, 49.89, 51.03","http://www.moneycontrol.com/india/stockpricequote/sugar/balrampurchinimills/BCM"
"504338 "," ","PERSONAL CARE","Balsara Hygiene Products","NA","NA","NA","NA","NA","0.00","-","40.00","0.00%","50","-","3.06","-","-","-%","0.00",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/personalcare/balsarahygieneproducts/BHP"
"520127 ","BALURTRANS ","TRANSPORT & LOGISTICS","Balurghat Technologies","2.90","NA","759","NA","NA","5.28","7.63","3.79","0.00%","1","40.82","0.38","6.17","0.77","-%","10.00",NA,"2.77, 2.60, 2.96, 0.00",", , , ","http://www.moneycontrol.com/india/stockpricequote/transportlogistics/balurghattechnologies/BT08"
"521212 "," ","TEXTILES - SPINNING - COTTON BLENDED","Balwant Textiles Mills","NA","NA","NA","NA","NA","0.00","-","","","","-","-","-","-","-%","",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/balwanttextilesmills/BTM01"
"519295 "," ","FOOD PROCESSING","Bambino Agro Industries","145.00","NA","4,210","NA","NA","116.13","20.28","50.10","7.50%","1","48.30","7.15","16.63","2.89","0.52%","10.00",NA,"119.96, 112.78, 104.35, 107.68",", , , ","http://www.moneycontrol.com/india/stockpricequote/foodprocessing/bambinoagroindustries/BAI02"
"531591 "," ","FINANCE - INVESTMENTS","BAMPSL Securities","0.30","NA","4,400","NA","NA","8.88","-","1.25","0.00%","1","23.87","-","-","0.24","-%","1.00",NA,"0.31, 0.35, 0.37",", , , ","http://www.moneycontrol.com/india/stockpricequote/financeinvestments/bampslsecurities/BAM"
"526849 ","BANARBEADS ","MISCELLANEOUS","Banaras Beads","60.40","60.75","10,541","13,048","NA","40.08","25.81","60.10","10.00%","1","27.37","2.34","10.27","1.00","1.66%","10.00",NA,"36.10, 33.94, 34.76, 35.90","35.80, 33.41, 34.75, 35.89","http://www.moneycontrol.com/india/stockpricequote/miscellaneous/banarasbeads/BB03"
"509053 "," ","FINANCE - INVESTMENTS","Banas Finance","1.40","NA","7,350","NA","NA","15.93","-","3.35","0.00%","1","23.87","-","-","0.42","-%","1.00",NA,"1.40, 1.43, 2.27, 2.61",", , , ","http://www.moneycontrol.com/india/stockpricequote/financeinvestments/banasfinance/BFL02"
"500039 ","BANCOINDIA ","AUTO ANCILLARIES","Banco Products (India)","137.90","138.25","76,101","22,050","100%","986.24","16.65","57.12","150.00%","1","39.91","8.28","13.02","2.41","2.18%","2.00",NA,"132.43, 128.48, 118.36, 119.13","132.38, 128.43, 118.29, 119.05","http://www.moneycontrol.com/india/stockpricequote/autoancillaries/bancoproductsindia/BPI"
"532946 ","BANG ","TEXTILES - GENERAL","Bang Overseas","21.15","21.75","2,625","2,491","100%","28.68","-","43.41","0.00%","1","43.01","-","-","0.49","-%","10.00",NA,"12.93, 11.64, 9.51, 0.00","13.09, 11.43, 9.83, 0.00","http://www.moneycontrol.com/india/stockpricequote/textilesgeneral/bangoverseas/BO02"
"539120 "," ","MISCELLANEOUS","Bangalore Fort Farms","25.05","NA","30","NA","NA","6.53","417.50","11.63","0.00%","1","13.64","0.06","417.50","2.15","-%","10.00",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/miscellaneous/bangalorefortfarms/BFF01"
" "," ","COMPUTERS - SOFTWARE MEDIUM & SMALL","Bangalore Softsell","NA","NA","NA","NA","NA","0.00","-","","","","-","-","-","-","-%","",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/bangaloresoftsell/BS12"
"518067 "," ","CEMENT - MINI","Banjara Cements","NA","NA","NA","NA","NA","0.00","-","-7.05","0.00%","100","32.22","* -","-","-","-%","10.00",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/cementmini/banjaracements/BCL06"
"590106 ","BANKBEES ","FINANCE - INVESTMENTS","Goldman Sachs Banking Index Exchange Traded Scheme","1741.25","1748.30","4","2,850","NA","0.00","-","","","","-","-","-","-","-%","",NA,"1747.66, 1728.35, 1803.38, 1836.00","1743.89, 1743.12, 1795.27, 1818.94","http://www.moneycontrol.com/india/stockpricequote/financeinvestments/goldmansachsbankingindexexchangetradedscheme/BAM02"
" "," ","MISCELLANEOUS","Bank Nifty","NA","NA","NA","NA","NA","0.00","-","","","","-","-","-","-","-%","",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/miscellaneous/banknifty/BN01"
"532134 ","BANKBARODA ","BANKS - PUBLIC SECTOR","Bank Of Baroda","178.50","178.65","208,643","1,988,405","53%","41,241.53","19.55","172.49","160.00%","1","10.65","9.13","16.84","1.03","1.79%","2.00",NA,"170.46, 175.91, 168.58, 170.60","170.52, 175.94, 168.55, 170.54","http://www.moneycontrol.com/india/stockpricequote/bankspublicsector/bankofbaroda/BOB"
"532149 ","BANKINDIA ","BANKS - PUBLIC SECTOR","Bank Of India","131.00","130.85","143,321","948,374","75%","10,383.72","-","398.33","50.00%","1","10.24","-","-","0.33","3.82%","10.00",NA,"133.94, 136.02, 163.90, 178.42","133.93, 136.01, 163.90, 178.41","http://www.moneycontrol.com/india/stockpricequote/bankspublicsector/bankofindia/BOI"
"531966 ","BANKMADURA ","BANKS - PRIVATE SECTOR","Bank of Madura","NA","NA","NA","NA","NA","0.00","-","183.27","55.00%","100","-","49.33","-","-","-%","0.00",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/banksprivatesector/bankmadura/BM"
"532525 ","MAHABANK ","BANKS - PUBLIC SECTOR","Bank of Maharashtra","32.50","32.50","9,883","25,248","NA","3,797.08","12.60","58.15","8.00%","1","10.24","2.58","9.10","0.56","2.46%","10.00",NA,"33.12, 33.64, 35.92, 36.60","33.07, 33.60, 35.90, 36.58","http://www.moneycontrol.com/india/stockpricequote/bankspublicsector/bankmaharashtra/BM05"
"500070 ","BANKPUNJAB ","BANKS - PRIVATE SECTOR","Bank of Punjab","NA","NA","NA","NA","NA","0.00","-","22.97","0.00%","1","44.05","-","-","-","-%","0.00",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/banksprivatesector/bankpunjab/BP03"
"522157 "," ","CONSTRUCTION & CONTRACTING - CIVIL","Banka (India)","NA","NA","NA","NA","100%","0.00","-","","","","-","-","-","-","-%","",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/bankaindia/BI02"
" "," ","MISCELLANEOUS","BANKEX","NA","NA","NA","NA","NA","0.00","-","","","","-","-","-","-","-%","",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/miscellaneous/bankex/BAN01"
"1015 "," ","","BANKEX","NA","NA","NA","NA","NA","0.00","-","","","","-","-","-","-","-%","",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/bankex/bankex/BAN"
